profile_description_tr,monthly_data_usage_gb,monthly_voice_min,monthly_spend_try,tenure_months,past_accepted_count,past_rejected_count,complaint_count,data_usage_trend_pct,target_segment,target_priority,is_converted
"105 aylık abone, aylık 32.1 GB veri ve 821 dk konuşma, ortalama 712 TL harcama (ARPU), veri kullanımı %29 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",32.088568284586735,821.3929532605283,712.2080219840855,105,2,3,0,-29.104755678688996,RISKLI_KAYIP,YUKSEK,0
"43 aylık abone, aylık 11.4 GB veri ve 728 dk konuşma, ortalama 355 TL harcama (ARPU).",11.388869771245089,728.237332482214,355.45819546127467,43,1,0,1,58.418140892877354,YUKSEK_DEGER,YUKSEK,1
"80 aylık abone, aylık 24.4 GB veri ve 1028 dk konuşma, ortalama 615 TL harcama (ARPU).",24.350586448626697,1028.2766237022154,614.8023076285956,80,1,0,0,21.35290136165658,YUKSEK_DEGER,YUKSEK,0
"74 aylık abone, aylık 40.5 GB veri ve 449 dk konuşma, ortalama 801 TL harcama (ARPU), veri kullanımı %25 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",40.45346547353913,449.879420483757,800.9733525196987,74,2,0,0,-24.546673477781372,RISKLI_KAYIP,YUKSEK,0
"49 aylık abone, aylık 25.1 GB veri ve 766 dk konuşma, ortalama 569 TL harcama (ARPU).",25.05546637481788,766.1419700992178,568.5390763034069,49,1,1,0,33.37826859441527,YUKSEK_DEGER,YUKSEK,1
"64 aylık abone, aylık 15.1 GB veri ve 396 dk konuşma, ortalama 387 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",15.050590379981491,396.53521844051903,386.56572441134324,64,3,1,0,33.43745757093154,YUKSEK_DEGER,YUKSEK,1
"32 aylık abone, aylık 22.1 GB veri ve 276 dk konuşma, ortalama 447 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 3 teklif kabul etmiş sadık müşteri.",22.08145131245013,276.9267097446548,446.7738595822385,32,3,0,2,35.46810387313372,RISKLI_KAYIP,YUKSEK,1
"64 aylık abone, aylık 11.1 GB veri ve 192 dk konuşma, ortalama 246 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",11.1494397272408,192.89383143642544,245.7962687421018,64,2,1,0,-15.201792387620117,BELIRSIZ,ORTA,0
"115 aylık abone, aylık 18.4 GB veri ve 707 dk konuşma, ortalama 427 TL harcama (ARPU).",18.37311185836065,707.6648044793853,426.7901679472041,115,1,1,0,22.901358372304358,YUKSEK_DEGER,YUKSEK,1
"2 aylık abone, aylık 15.6 GB veri ve 636 dk konuşma, ortalama 417 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",15.563996122853014,636.8495827888205,417.1778698182145,2,3,1,0,35.89168215023328,YUKSEK_DEGER,YUKSEK,1
"24 aylık abone, aylık 21.6 GB veri ve 504 dk konuşma, ortalama 478 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 4 teklif kabul etmiş sadık müşteri.",21.620514928585408,504.1897885276492,477.87870763249464,24,4,1,2,44.271428743929995,RISKLI_KAYIP,YUKSEK,1
"87 aylık abone, aylık 12.9 GB veri ve 245 dk konuşma, ortalama 347 TL harcama (ARPU), veri kullanımı %33 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",12.921517094035318,245.2991332100774,347.0786231963252,87,2,0,0,-33.093570874159106,RISKLI_KAYIP,YUKSEK,0
"66 aylık abone, aylık 22.4 GB veri ve 461 dk konuşma, ortalama 453 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",22.405543463975626,461.92267477226477,452.6619060514124,66,2,1,0,-0.44085267273897877,YUKSEK_DEGER,YUKSEK,1
"38 aylık abone, aylık 12.8 GB veri ve 600 dk konuşma, ortalama 432 TL harcama (ARPU).",12.833543572792689,600.8186015350913,431.50993164534214,38,0,4,0,-16.100229612803442,YUKSEK_DEGER,YUKSEK,1
"31 aylık abone, aylık 29.7 GB veri ve 758 dk konuşma, ortalama 659 TL harcama (ARPU).",29.74810932803789,758.6338733586196,659.31273047719,31,1,3,0,51.60310662730286,YUKSEK_DEGER,YUKSEK,1
"115 aylık abone, aylık 13.8 GB veri ve 596 dk konuşma, ortalama 387 TL harcama (ARPU).",13.770652225320752,596.6928499504749,387.233230006571,115,1,1,0,17.27643334636162,YUKSEK_DEGER,YUKSEK,0
"104 aylık abone, aylık 2.7 GB veri ve 650 dk konuşma, ortalama 203 TL harcama (ARPU), 4 şikayet kaydı (memnuniyetsiz).",2.706026060023713,650.4120685410555,202.88064057559993,104,0,1,4,27.281195109556155,RISKLI_KAYIP,KRITIK,0
"26 aylık abone, aylık 8.0 GB veri ve 524 dk konuşma, ortalama 284 TL harcama (ARPU).",7.966181928067309,524.7735238051729,283.88862290867826,26,0,1,0,16.908883892540373,BELIRSIZ,ORTA,1
"29 aylık abone, aylık 17.6 GB veri ve 949 dk konuşma, ortalama 517 TL harcama (ARPU).",17.55112818296314,949.844840505431,517.4274186925297,29,0,0,0,14.382139610171434,YUKSEK_DEGER,YUKSEK,1
"67 aylık abone, aylık 45.5 GB veri ve 396 dk konuşma, ortalama 840 TL harcama (ARPU).",45.517438034379275,396.35007113435444,840.1514034971863,67,0,0,0,-16.58220302400218,YUKSEK_DEGER,YUKSEK,1
"78 aylık abone, aylık 29.0 GB veri ve 460 dk konuşma, ortalama 548 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",29.049435329199227,460.1523565429745,548.4223350188249,78,2,1,0,-6.162735571172107,YUKSEK_DEGER,YUKSEK,1
"25 aylık abone, aylık 2.2 GB veri ve 501 dk konuşma, ortalama 225 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",2.157274174171266,501.5283852012974,224.86821532646962,25,2,1,1,6.7878841125326295,BELIRSIZ,ORTA,0
"48 aylık abone, aylık 5.1 GB veri ve 708 dk konuşma, ortalama 279 TL harcama (ARPU).",5.101201861058289,708.5408795953448,279.06866954810266,48,0,2,0,-11.214642765956867,BELIRSIZ,ORTA,1
"65 aylık abone, aylık 34.6 GB veri ve 392 dk konuşma, ortalama 666 TL harcama (ARPU), geçmişte 6 teklif kabul etmiş sadık müşteri.",34.59145979570592,392.2280420426239,665.564372203333,65,6,0,0,-15.829294744043633,YUKSEK_DEGER,YUKSEK,1
"53 aylık abone, aylık 25.9 GB veri ve 627 dk konuşma, ortalama 557 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",25.90354112803939,627.1437181095997,557.3535926973681,53,2,0,0,-0.14193182365282997,YUKSEK_DEGER,YUKSEK,0
"67 aylık abone, aylık 60.2 GB veri ve 632 dk konuşma, ortalama 1051 TL harcama (ARPU).",60.17845028128136,632.9820286853114,1051.4288808079111,67,0,2,0,-10.128600216952428,YUKSEK_DEGER,YUKSEK,1
"118 aylık abone, aylık 12.5 GB veri ve 461 dk konuşma, ortalama 331 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",12.467234103175992,461.128405853324,331.41593154040334,118,3,0,0,6.24542725443586,BELIRSIZ,ORTA,0
"90 aylık abone, aylık 9.1 GB veri ve 665 dk konuşma, ortalama 326 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",9.128246612607985,665.9958921913714,325.74174412209055,90,3,4,1,-6.0717603616762865,BELIRSIZ,ORTA,1
"18 aylık abone, aylık 18.2 GB veri ve 398 dk konuşma, ortalama 361 TL harcama (ARPU).",18.189806243855823,398.4372202525137,360.9716896649054,18,1,0,0,-12.121466487250164,YUKSEK_DEGER,YUKSEK,1
"9 aylık abone, aylık 12.3 GB veri ve 376 dk konuşma, ortalama 334 TL harcama (ARPU).",12.29507210497747,376.5851715076508,333.5416780311459,9,1,1,1,-18.190604007845558,BELIRSIZ,ORTA,1
"38 aylık abone, aylık 32.6 GB veri ve 619 dk konuşma, ortalama 694 TL harcama (ARPU).",32.64653562254947,619.9211513042882,693.5780036159971,38,1,1,1,5.152398001141026,YUKSEK_DEGER,YUKSEK,1
"87 aylık abone, aylık 12.0 GB veri ve 268 dk konuşma, ortalama 262 TL harcama (ARPU), 3 şikayet kaydı (memnuniyetsiz).",11.994483056375365,268.0488829043874,261.63708371187414,87,1,0,3,27.2074568464353,RISKLI_KAYIP,KRITIK,1
"21 aylık abone, aylık 14.3 GB veri ve 171 dk konuşma, ortalama 269 TL harcama (ARPU).",14.345635531463813,171.03945948995243,268.714864361785,21,0,0,0,21.271788848640142,BELIRSIZ,ORTA,1
"65 aylık abone, aylık 8.2 GB veri ve 706 dk konuşma, ortalama 305 TL harcama (ARPU), veri kullanımı %33 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",8.17359307204027,706.56666015936,304.82838680624707,65,2,1,0,-33.17275462722255,RISKLI_KAYIP,YUKSEK,1
"21 aylık abone, aylık 27.9 GB veri ve 809 dk konuşma, ortalama 631 TL harcama (ARPU).",27.862791511423364,809.7939885182341,630.6175232845862,21,0,2,0,26.493769025272695,YUKSEK_DEGER,YUKSEK,1
"27 aylık abone, aylık 8.6 GB veri ve 506 dk konuşma, ortalama 272 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",8.584057854305629,506.63937626149414,272.16361276942325,27,3,1,0,21.095225798834818,BELIRSIZ,ORTA,1
"106 aylık abone, aylık 22.7 GB veri ve 466 dk konuşma, ortalama 482 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), geçmişte 2 teklif kabul etmiş sadık müşteri.",22.67184502739697,466.3858695804459,481.52731434392024,106,2,0,2,27.181835159936465,RISKLI_KAYIP,YUKSEK,1
"70 aylık abone, aylık 50.2 GB veri ve 801 dk konuşma, ortalama 969 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",50.15755248773123,801.107045194912,969.2290272852284,70,2,1,0,32.09030825758313,YUKSEK_DEGER,YUKSEK,1
"119 aylık abone, aylık 3.7 GB veri ve 370 dk konuşma, ortalama 139 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",3.691813064556745,370.89235640021604,138.50759908662553,119,3,2,1,-13.191345594575022,BELIRSIZ,ORTA,0
"44 aylık abone, aylık 41.6 GB veri ve 327 dk konuşma, ortalama 702 TL harcama (ARPU).",41.59267601738065,327.3254750557683,701.7563664527655,44,0,0,0,-2.4950691739954642,YUKSEK_DEGER,YUKSEK,1
"100 aylık abone, aylık 20.8 GB veri ve 741 dk konuşma, ortalama 429 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",20.843591742230988,741.5272847416975,429.29100085410994,100,2,0,0,49.761587852679746,YUKSEK_DEGER,YUKSEK,1
"28 aylık abone, aylık 7.2 GB veri ve 601 dk konuşma, ortalama 306 TL harcama (ARPU).",7.170886531090604,601.8076373024614,306.2011822804555,28,0,1,1,48.27600953696184,BELIRSIZ,ORTA,1
"45 aylık abone, aylık 18.7 GB veri ve 812 dk konuşma, ortalama 493 TL harcama (ARPU).",18.65370766817451,812.9753478580476,492.8574952127507,45,0,2,1,3.085285992066223,YUKSEK_DEGER,YUKSEK,1
"17 aylık abone, aylık 27.4 GB veri ve 171 dk konuşma, ortalama 526 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",27.361314421524263,171.94682424440418,526.2446151156995,17,3,1,0,20.077785616712337,YUKSEK_DEGER,YUKSEK,1
"40 aylık abone, aylık 9.6 GB veri ve 319 dk konuşma, ortalama 224 TL harcama (ARPU).",9.591799927365809,319.8652017762874,223.71789939140285,40,1,1,0,22.264996785670874,BELIRSIZ,ORTA,1
"116 aylık abone, aylık 23.5 GB veri ve 602 dk konuşma, ortalama 524 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",23.499042882567057,602.8664119688312,523.791145818267,116,2,1,0,48.94111580383833,YUKSEK_DEGER,YUKSEK,1
"3 aylık abone, aylık 43.7 GB veri ve 683 dk konuşma, ortalama 848 TL harcama (ARPU).",43.67685147006964,683.5347396967574,848.3045151738942,3,1,1,0,13.632009748451921,YUKSEK_DEGER,YUKSEK,0
"76 aylık abone, aylık 12.0 GB veri ve 769 dk konuşma, ortalama 367 TL harcama (ARPU), veri kullanımı %25 düşüşte (churn sinyali).",11.983437895968498,769.3994175378917,366.77797710220534,76,0,0,0,-25.307172470300763,RISKLI_KAYIP,YUKSEK,0
"103 aylık abone, aylık 8.1 GB veri ve 634 dk konuşma, ortalama 252 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",8.096495096153015,634.9635537617555,251.83730324064257,103,3,0,1,-6.900148212438275,BELIRSIZ,ORTA,1
"76 aylık abone, aylık 15.9 GB veri ve 632 dk konuşma, ortalama 467 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz).",15.893898976453086,632.9310310717138,467.3708309451938,76,1,0,2,83.3384164885831,RISKLI_KAYIP,YUKSEK,0
"66 aylık abone, aylık 18.0 GB veri ve 522 dk konuşma, ortalama 466 TL harcama (ARPU), veri kullanımı %26 düşüşte (churn sinyali).",17.997847673768604,522.1196913939602,466.37015362342265,66,0,1,1,-26.46553143419859,RISKLI_KAYIP,YUKSEK,1
"46 aylık abone, aylık 33.7 GB veri ve 918 dk konuşma, ortalama 727 TL harcama (ARPU).",33.67456403346998,918.1809809809035,727.2966885464693,46,1,0,0,6.256978040689504,YUKSEK_DEGER,YUKSEK,0
"86 aylık abone, aylık 15.5 GB veri ve 379 dk konuşma, ortalama 374 TL harcama (ARPU), 3 şikayet kaydı (memnuniyetsiz).",15.538465938165583,379.39530890590044,374.26288020875205,86,1,1,3,62.83833600631131,RISKLI_KAYIP,KRITIK,0
"87 aylık abone, aylık 12.8 GB veri ve 671 dk konuşma, ortalama 361 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",12.776799298093271,671.8040305111878,361.4690752829298,87,2,0,0,-14.993581044611318,YUKSEK_DEGER,YUKSEK,1
"30 aylık abone, aylık 7.9 GB veri ve 402 dk konuşma, ortalama 220 TL harcama (ARPU), veri kullanımı %63 düşüşte (churn sinyali).",7.9380368249779565,402.43823308239604,219.69609090040615,30,1,1,0,-63.17248753315846,RISKLI_KAYIP,YUKSEK,0
"69 aylık abone, aylık 4.2 GB veri ve 706 dk konuşma, ortalama 310 TL harcama (ARPU), veri kullanımı %59 düşüşte (churn sinyali).",4.236825764545604,706.9557091610019,309.7613734490949,69,1,2,1,-58.57493160742164,RISKLI_KAYIP,YUKSEK,0
"9 aylık abone, aylık 6.1 GB veri ve 392 dk konuşma, ortalama 171 TL harcama (ARPU).",6.148420400372409,392.5964861224467,171.08453678790144,9,1,2,0,-14.855349094095882,BELIRSIZ,ORTA,0
"85 aylık abone, aylık 6.1 GB veri ve 748 dk konuşma, ortalama 283 TL harcama (ARPU), veri kullanımı %39 düşüşte (churn sinyali), geçmişte 2 teklif kabul etmiş sadık müşteri.",6.118270545550517,748.7631397000916,282.9615752141426,85,2,1,0,-39.07336880974828,RISKLI_KAYIP,YUKSEK,0
"11 aylık abone, aylık 14.5 GB veri ve 622 dk konuşma, ortalama 394 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",14.452647519407662,622.4209893649034,393.80362548136264,11,2,3,0,30.929183431562542,YUKSEK_DEGER,YUKSEK,1
"69 aylık abone, aylık 5.0 GB veri ve 948 dk konuşma, ortalama 364 TL harcama (ARPU).",4.974325546618966,948.9278346517362,363.9375474902503,69,1,1,0,11.703602670246704,YUKSEK_DEGER,YUKSEK,1
"99 aylık abone, aylık 16.7 GB veri ve 543 dk konuşma, ortalama 436 TL harcama (ARPU), 2 şikayet kaydı (memnuniyetsiz), veri kullanımı %48 düşüşte (churn sinyali).",16.701803231688128,543.7960705456828,436.183922211539,99,1,5,2,-48.34593219995928,RISKLI_KAYIP,YUKSEK,0
"91 aylık abone, aylık 49.5 GB veri ve 684 dk konuşma, ortalama 879 TL harcama (ARPU), veri kullanımı %35 düşüşte (churn sinyali).",49.494780369938766,684.993223249509,879.2528569619637,91,1,1,0,-34.88377230646614,RISKLI_KAYIP,YUKSEK,0
"113 aylık abone, aylık 34.3 GB veri ve 444 dk konuşma, ortalama 653 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",34.27160605133558,444.0687439078581,652.8053323205799,113,3,1,1,36.00351232717098,YUKSEK_DEGER,YUKSEK,1
"66 aylık abone, aylık 14.4 GB veri ve 542 dk konuşma, ortalama 374 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",14.355875513113672,542.4213987117411,374.45421838998413,66,3,0,1,9.828976392470778,YUKSEK_DEGER,YUKSEK,1
"88 aylık abone, aylık 68.7 GB veri ve 621 dk konuşma, ortalama 1198 TL harcama (ARPU).",68.72584324234896,621.1498958888706,1198.2674777540253,88,1,0,0,40.84078360976392,YUKSEK_DEGER,YUKSEK,0
"31 aylık abone, aylık 18.0 GB veri ve 294 dk konuşma, ortalama 398 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",18.040064060970366,294.5560155057252,398.1064372416095,31,2,3,0,32.97526920882207,YUKSEK_DEGER,YUKSEK,0
"33 aylık abone, aylık 19.8 GB veri ve 316 dk konuşma, ortalama 368 TL harcama (ARPU), veri kullanımı %24 düşüşte (churn sinyali).",19.77211437244976,316.47521316304557,367.6035503866762,33,0,2,1,-23.763017599331498,RISKLI_KAYIP,YUKSEK,1
"39 aylık abone, aylık 15.7 GB veri ve 719 dk konuşma, ortalama 417 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",15.688358709682637,719.971859967129,417.06067526256527,39,3,1,0,27.04920164171389,YUKSEK_DEGER,YUKSEK,1
"94 aylık abone, aylık 17.0 GB veri ve 570 dk konuşma, ortalama 433 TL harcama (ARPU).",16.95049493153011,570.7826356936641,432.7785135580767,94,0,2,0,19.071276652417755,YUKSEK_DEGER,YUKSEK,0
"46 aylık abone, aylık 11.7 GB veri ve 481 dk konuşma, ortalama 342 TL harcama (ARPU), veri kullanımı %44 düşüşte (churn sinyali).",11.689327697908814,481.41469339039566,342.0101247015306,46,0,1,0,-44.043023856574,RISKLI_KAYIP,YUKSEK,0
"37 aylık abone, aylık 14.5 GB veri ve 452 dk konuşma, ortalama 363 TL harcama (ARPU), veri kullanımı %29 düşüşte (churn sinyali).",14.500835104536982,452.6027639166489,362.5156635566604,37,1,0,0,-29.049458230713405,RISKLI_KAYIP,YUKSEK,0
"115 aylık abone, aylık 41.8 GB veri ve 460 dk konuşma, ortalama 760 TL harcama (ARPU).",41.760667731084574,460.3022408552613,759.8186981283119,115,1,1,0,65.94176221070057,YUKSEK_DEGER,YUKSEK,1
"92 aylık abone, aylık 36.5 GB veri ve 622 dk konuşma, ortalama 719 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",36.53691350318512,622.5101430016457,718.9574929393117,92,2,0,0,-18.191005948343467,YUKSEK_DEGER,YUKSEK,0
"60 aylık abone, aylık 2.6 GB veri ve 689 dk konuşma, ortalama 249 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",2.5873996809642246,689.007172823238,248.82464345042808,60,2,0,0,15.288027908327537,BELIRSIZ,ORTA,1
"31 aylık abone, aylık 5.5 GB veri ve 181 dk konuşma, ortalama 170 TL harcama (ARPU).",5.480540267395684,181.57855407495515,169.5408383496901,31,0,1,0,0.23373129530278636,BELIRSIZ,ORTA,1
"11 aylık abone, aylık 9.7 GB veri ve 882 dk konuşma, ortalama 341 TL harcama (ARPU).",9.692617738090247,882.5668113539784,340.6472019789336,11,0,2,0,9.593098796941778,BELIRSIZ,ORTA,1
"87 aylık abone, aylık 30.9 GB veri ve 868 dk konuşma, ortalama 649 TL harcama (ARPU).",30.851130513522968,868.3401525883985,649.4300607021771,87,1,1,1,1.8875482973436881,YUKSEK_DEGER,YUKSEK,0
"2 aylık abone, aylık 37.0 GB veri ve 133 dk konuşma, ortalama 588 TL harcama (ARPU).",37.03221009582827,133.86904729062007,587.5678382524648,2,1,2,0,29.12968232357955,YUKSEK_DEGER,YUKSEK,1
"104 aylık abone, aylık 27.3 GB veri ve 817 dk konuşma, ortalama 667 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",27.295998767950934,817.1853392645595,666.5444739268564,104,2,4,0,28.474771108823113,YUKSEK_DEGER,YUKSEK,1
"105 aylık abone, aylık 7.1 GB veri ve 811 dk konuşma, ortalama 344 TL harcama (ARPU).",7.147618566672984,811.0437702662085,343.64688762170977,105,0,1,0,7.948114189356964,BELIRSIZ,ORTA,1
"27 aylık abone, aylık 11.9 GB veri ve 600 dk konuşma, ortalama 345 TL harcama (ARPU).",11.861359227035544,600.089098837509,344.74357167761855,27,0,0,0,-17.611826090075553,BELIRSIZ,ORTA,0
"99 aylık abone, aylık 23.8 GB veri ve 340 dk konuşma, ortalama 461 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",23.75827679567177,340.56627562302475,460.87363250475903,99,2,0,0,-9.219721023720307,YUKSEK_DEGER,YUKSEK,1
"2 aylık abone, aylık 14.7 GB veri ve 803 dk konuşma, ortalama 413 TL harcama (ARPU), veri kullanımı %34 düşüşte (churn sinyali).",14.654560845254181,803.0456183330144,413.2096361063949,2,1,0,0,-34.397992420107755,RISKLI_KAYIP,YUKSEK,0
"103 aylık abone, aylık 13.3 GB veri ve 551 dk konuşma, ortalama 392 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",13.283604826753242,551.7537867405297,392.4019429768709,103,2,1,0,-3.3607325439881865,YUKSEK_DEGER,YUKSEK,0
"101 aylık abone, aylık 13.4 GB veri ve 709 dk konuşma, ortalama 450 TL harcama (ARPU), veri kullanımı %39 düşüşte (churn sinyali).",13.420701007737344,709.7757687637912,450.39867411406067,101,0,1,1,-39.16063001109799,RISKLI_KAYIP,YUKSEK,0
"21 aylık abone, aylık 34.9 GB veri ve 1043 dk konuşma, ortalama 764 TL harcama (ARPU), geçmişte 2 teklif kabul etmiş sadık müşteri.",34.883007280493054,1043.8402543923557,763.8513723680408,21,2,2,1,10.471179992810153,YUKSEK_DEGER,YUKSEK,1
"58 aylık abone, aylık 25.3 GB veri ve 650 dk konuşma, ortalama 594 TL harcama (ARPU).",25.297552428131905,650.3673501247238,593.6892220665947,58,0,0,1,12.399955716445904,YUKSEK_DEGER,YUKSEK,0
"5 aylık abone, aylık 13.9 GB veri ve 416 dk konuşma, ortalama 343 TL harcama (ARPU), geçmişte 3 teklif kabul etmiş sadık müşteri.",13.937760032035392,416.62306165628763,343.2314002725551,5,3,3,0,30.131299041298256,BELIRSIZ,ORTA,0
"52 aylık abone, aylık 21.5 GB veri ve 532 dk konuşma, ortalama 472 TL harcama (ARPU), veri kullanımı %26 düşüşte (churn sinyali).",21.464388369717042,532.8538010160556,472.1637178516528,52,1,1,0,-25.50214483119579,RISKLI_KAYIP,YUKSEK,0
"45 aylık abone, aylık 6.4 GB veri ve 442 dk konuşma, ortalama 279 TL harcama (ARPU), veri kullanımı %24 düşüşte (churn sinyali).",6.380509169934317,442.11092795180247,279.256251624273,45,0,1,0,-23.804882527113556,RISKLI_KAYIP,YUKSEK,1
"85 aylık abone, aylık 11.9 GB veri ve 686 dk konuşma, ortalama 365 TL harcama (ARPU), geçmişte 5 teklif kabul etmiş sadık müşteri.",11.87780151758649,686.6979434897045,365.201639839455,85,5,2,0,43.1175342130731,YUKSEK_DEGER,YUKSEK,1
